Time,Reading
0.0008886175023184882,"+63.54E+0
"
0.0034378987550735475,"-63.17E+0
"
0.005978864894972907,"-63.05E+0
"
0.008472604486677382,"-63.17E+0
"
0.011249602105882432,"-63.29E+0
"
0.014021058347490099,"-63.17E+0
"
0.01679804927772946,"-63.17E+0
"
0.019577141536606682,"-63.29E+0
"
0.022354194389449227,"-63.41E+0
"
0.025131379034784105,"-63.29E+0
"
0.02790844076209598,"-63.29E+0
"
0.030688244899113974,"-63.41E+0
"
0.03346527285046048,"-63.41E+0
"
